ID;answered_all;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_isolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
77112;No;258;03/04/2020 08:24;PT-BR;25;Male;Some College, short continuing education or equivalent;Some College or equivalent;Part time employed;Brazil;no;Rio de Janeiro;Single;3;No;Life carries on with minor changes;2;0;· If Program A is adopted, 200 people will be saved.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
77187;Yes;1081;02/04/2020 08:25;PT-BR;24;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro (RJ);Single;0;Yes;Isolated;1;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;3;3;3;4;1;3;4;3;2;3;2;1;4;6;7;2;2;4;5;9;5;4;5;4;6;6;3;6;6;5;4;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;5;5;3;6;5;4;5;5;5;5;4;3;5;99;5;99;5;4;2;99;2;1;4;5;5;5;6;99;3;4;3;5;4;3;1;6;1;A quantidade de noticias que consumo;3;2;2;4;5;4;5;5;4;3;1;2;5;2;2;1;1;1;4;6;6;6;5;5;1;3;Ler;6;6;6;6;3;2;A ausencia da liberaçao de profissionais do meu prédio. O demônio do presidente da República jair bolsonaro.;2.9;2.33333333333333;4;3;4.66666666666667;4;4.33333333333333;3.7;NA
77656;Yes;1533;02/04/2020 07:07;PT-BR;33;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Sao Paulo;Married/cohabiting;0;Yes;Isolated;1;0;· If Program A is adopted, 200 people will be saved.;NA;No;3;2;3;3;3;2;3;3;3;2;3;2;4;7;9;0;3;7;7;9;0;5;5;5;6;6;1;6;5;6;2;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;2;5;2;5;5;6;5;4;4;5;6;4;4;5;4;99;5;3;4;1;2;99;4;5;6;6;4;4;5;99;5;5;4;6;2;5;3;NA;6;5;4;6;6;6;6;6;5;6;2;2;6;2;5;2;1;1;5;4;4;3;5;5;3;5;NA;6;3;5;4;3;4;NA;2.7;3;4.33333333333333;3;5.33333333333333;4;4.33333333333333;5.6;NA
77881;No;1468;02/04/2020 06:32;PT-BR;35;Female;College degree, bachelor, master;College degree;Part time employed;Brazil;no;MG;Married/cohabiting;NA;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;3;3;4;4;2;4;3;3;3;3;3;3;10;10;NA;NA;9;9;10;NA;5;5;5;5;5;0;5;6;6;2;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;5;5;5;3;5;5;5;3;5;5;5;5;5;5;3;99;3;4;3;1;3;99;4;6;5;5;4;3;3;3;3;4;3;5;3;3;2;NA;6;6;6;6;6;5;6;6;5;6;1;1;6;1;6;5;4;5;5;6;5;1;6;6;4;6;Praticar uma religiao, neste momento, apenas em casa, sozinho.;5;5;5;5;5;4;Apoio pequenos produtores e comerciantes da minha regiao, passei a encontrar meus familiares e amigos através de plataformas online, tenho tido mais tempo para fazer as minhas coisas em casa e ainda estou administrando os afazeres domésticos e os profissionais. Sou professora de idiomas e pela primeira vez estou dando aulas pela internet, o que tem sido um desafio, mas também uma ótima oportunidade de aprendizado e de troca.;2.6;3;3;4.66666666666667;5;4.66666666666667;4;5.8;NA
78312;Yes;950;02/04/2020 05:23;PT-BR;27;Female;PhD/Doctorate;Up to 9 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;2;3;3;4;3;4;5;3;3;3;2;3;5;5;2;5;5;8;10;2;5;5;5;5;5;3;6;6;5;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;6;5;5;6;3;4;3;5;5;5;5;4;5;5;5;99;6;4;3;3;2;99;5;4;6;6;5;3;3;3;4;4;5;2;2;5;2;NA;5;5;5;5;5;5;5;5;5;5;4;3;5;2;5;4;5;5;4;5;4;3;4;5;5;5;NA;3;5;4;4;4;3;NA;2.5;2.66666666666667;3.33333333333333;3.66666666666667;3.33333333333333;4;4.33333333333333;5;NA
79594;No;520;03/04/2020 01:43;PT-BR;28;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Married/cohabiting;0;No;Isolated;1;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;3;3;3;4;3;3;3;2;3;3;1;2;2;7;8;3;2;5;5;10;0;6;6;6;5;5;4;6;5;5;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;1;5;5;5;6;4;6;4;5;5;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1.66666666666667;6;4;5.33333333333333;4.33333333333333;4;NA;NA
79887;No;901;02/04/2020 01:05;PT-BR;24;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;4;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;4;5;5;2;1;5;2;2;3;5;4;3;4;6;8;NA;0;NA;6;9;2;6;6;6;6;5;0;5;6;6;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;4;4;1;6;5;5;6;4;5;4;4;6;5;6;4;99;NA;4;6;6;2;1;4;5;5;6;6;4;4;1;5;6;4;4;1;6;1;NA;5;5;5;4;5;4;5;6;4;5;5;1;5;1;5;4;5;4;5;5;5;5;4;6;6;6;NA;6;4;6;5;6;2;NA;4.4;3.66666666666667;4;2;5.33333333333333;4;3.33333333333333;4.8;NA
80817;No;330;02/04/2020 22:30;PT-BR;35;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;RJ;Divorced/widowed;1;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;4;4;5;3;2;4;2;2;2;4;3;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.8;3.66666666666667;NA;NA;NA;NA;NA;NA;NA
80966;No;266;02/04/2020 21:59;PT-BR;37;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;2;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;4;3;3;3;2;3;3;1;3;5;3;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6;3;NA;NA;NA;NA;NA;NA;NA
80995;Yes;2162;01/04/2020 22:24;PT-BR;48;Male;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;Santa Catarina;Divorced/widowed;0;Yes;Isolated;1;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;2;3;3;4;3;2;4;4;2;2;5;2;5;2;8;1;1;8;9;10;0;5;6;5;6;5;0;6;6;5;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;3;4;5;5;5;5;2;3;5;5;5;5;99;2;1;99;2;3;1;4;3;3;6;99;99;99;2;5;2;4;2;2;2;2;2;2;NA;4;4;4;4;1;4;1;1;4;4;1;5;5;2;5;2;5;5;5;5;5;5;5;5;1;1;NA;6;6;5;3;3;1;NA;2.3;4;4;3;5;4.33333333333333;4;3.1;NA
81200;No;2928;02/04/2020 22:04;PT-BR;57;Female;College degree, bachelor, master;None;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;Not sure;2;1;1;4;1;1;4;4;1;1;NA;NA;4;6;7;0;3;5;3;8;7;6;6;6;NA;6;8;6;6;6;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;6;6;3;3;4;3;NA;6;6;1;3;6;1;1;1;1;4;4;6;4;1;4;6;6;6;4;1;1;1;1;3;1;6;1;4;6;Nada a declarar;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;1;1;6;6;5;6;6;6;6;6;Nada a declarar;4;2;3;1;1;3;Ainda tem muita gente sem noçao por ai. Acham que isso tudo o que está acontecendo no mundo é jogada política. E que as pessoas devem continuar da indo sim.;1.8;4;2;5.33333333333333;3.33333333333333;6;3.66666666666667;6;NA
81682;No;468;02/04/2020 20:00;PT-BR;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;4;0;· If Program A is adopted, 200 people will be saved.;NA;No;2;1;4;3;2;3;3;3;5;2;4;4;4;7;7;1;4;4;7;10;7;6;6;5;6;6;0;6;6;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;3;6;6;6;5;6;5;5;6;5;5;5;5;6;99;5;6;6;6;3;6;99;6;5;6;6;6;6;6;5;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4.66666666666667;4.33333333333333;5.33333333333333;4.33333333333333;4;NA;NA
81853;No;814;01/04/2020 19:08;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;4;4;4;2;2;3;2;5;2;3;1;4;4;4;NA;NA;3;6;5;1;6;6;6;6;6;3;6;6;6;4;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;4;4;3;5;4;5;6;4;6;5;4;5;6;4;99;99;6;5;6;1;6;99;6;6;6;6;6;99;6;2;5;6;5;6;2;6;2;NA;6;6;6;6;6;5;6;6;6;6;4;6;6;6;6;6;5;4;6;6;4;4;6;6;3;6;NA;6;6;6;6;6;3;NA;3.3;2.66666666666667;5;3;5;4.66666666666667;4;5.9;NA
81890;Yes;1179;02/04/2020 19:00;PT-BR;27;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;· If Program A is adopted, 200 people will be saved.;NA;No;2;1;2;4;3;1;3;3;2;1;1;1;3;8;8;6;5;7;7;9;6;4;5;5;5;5;5;6;4;4;2;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;6;5;4;3;5;4;4;6;5;5;4;5;3;1;99;3;4;1;1;4;99;4;99;6;5;4;1;1;1;1;1;4;4;1;1;1;NA;6;6;4;6;5;5;5;6;5;6;4;3;5;2;5;5;5;5;6;5;5;5;5;6;6;4;NA;2;2;2;4;4;2;NA;2;1.66666666666667;2.33333333333333;4.66666666666667;4;4.66666666666667;4.33333333333333;5.4;NA
81919;Yes;2595;01/04/2020 19:15;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;4;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;3;5;2;3;5;2;2;1;3;3;2;3;4;8;4;5;5;5;7;6;3;6;6;6;6;3;5;5;5;2;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;2;4;3;5;2;4;4;5;5;5;3;5;4;5;5;99;6;4;2;3;6;99;4;4;5;4;5;6;3;2;3;2;3;3;2;5;99;NA;6;5;6;6;6;6;6;6;6;6;5;2;5;2;5;5;4;4;5;5;2;4;5;4;5;4;NA;4;4;4;4;4;4;NA;3.5;2.66666666666667;4.66666666666667;3;3.33333333333333;4;3;5.9;NA
81933;Yes;992;01/04/2020 18:42;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;5;0;NA;· If Program C is adopted 400 people will die.;No;5;4;4;3;2;5;3;2;5;3;5;5;5;4;7;3;1;3;8;9;3;3;5;3;6;6;3;6;6;6;3;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;4;4;4;5;6;3;6;5;4;4;3;6;5;1;1;99;6;2;6;1;3;99;4;4;5;6;5;1;6;99;6;5;5;4;1;6;1;NA;6;6;6;6;6;6;6;6;4;6;4;1;4;1;5;3;5;5;5;4;2;4;5;6;1;5;NA;2;2;2;3;2;4;NA;4;5;4;3.33333333333333;5;3.33333333333333;3;5.8;NA
81991;Yes;1320;01/04/2020 18:27;PT-BR;26;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;5;4;4;3;2;4;3;2;4;3;5;3;4;4;6;0;0;1;9;9;0;5;5;5;6;6;0;5;6;4;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;3;3;3;4;4;5;3;5;4;2;5;4;5;5;99;99;5;4;4;1;4;99;5;5;6;6;6;4;4;99;5;5;4;2;1;6;3;NA;6;4;4;5;6;5;6;6;5;6;1;4;5;5;4;5;3;4;5;3;2;2;5;4;2;2;NA;6;6;6;6;6;4;NA;3.8;4;5;3;4;2.66666666666667;4.33333333333333;5.3;NA
81993;Yes;1357;01/04/2020 18:27;PT-BR;22;Female;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;yes;RJ;Single;0;Yes;Isolated;2;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;4;2;3;4;3;2;3;3;2;2;3;2;3;3;9;0;3;6;7;8;3;6;6;6;6;6;4;6;6;6;3;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;4;5;5;2;5;6;5;4;3;5;5;6;5;4;3;99;6;6;6;1;4;99;6;5;6;6;5;99;4;3;3;5;3;5;1;4;4;NA;6;6;6;6;6;6;6;6;6;6;3;6;6;5;5;4;4;5;4;4;4;4;4;5;2;3;NA;4;3;4;4;4;4;NA;2.6;2.66666666666667;4;5;5.33333333333333;3.66666666666667;3.66666666666667;6;NA
81999;No;2461;02/04/2020 18:42;PT-BR;24;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA;· If Program C is adopted 400 people will die.;No;4;5;4;2;3;5;4;2;2;5;2;1;4;5;7;4;4;5;5;10;8;5;NA;4;6;4;8;6;6;6;1;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;4;5;4;2;5;3;6;2;5;5;1;6;1;2;6;99;5;3;2;1;6;1;5;4;6;6;6;6;1;2;1;6;2;2;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.8;2.33333333333333;3.66666666666667;4.66666666666667;4.66666666666667;5;1;NA;NA
82010;Yes;1509;01/04/2020 18:24;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;· If Program C is adopted 400 people will die.;Not sure;4;4;5;3;1;4;3;2;4;3;4;3;4;5;9;3;5;8;10;10;3;6;6;6;6;6;5;6;6;6;3;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;3;6;4;3;4;5;4;2;4;5;3;4;5;5;5;99;3;2;6;99;4;99;5;4;5;5;5;99;5;1;5;6;3;5;2;6;2;NA;4;4;3;4;4;4;4;5;4;5;3;5;6;3;5;4;4;4;5;5;6;5;6;5;2;4;NA;4;3;4;4;3;3;NA;3.9;3.66666666666667;4;4.66666666666667;4.33333333333333;4.66666666666667;3.66666666666667;4.1;NA
82025;No;935;01/04/2020 18:09;PT-BR;25;Male;College degree, bachelor, master;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;· If Program A is adopted, 200 people will be saved.;NA;Yes;3;3;4;5;2;1;4;1;3;2;4;1;3;4;5;NA;NA;3;6;6;NA;1;1;1;1;1;5;6;5;5;5;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;6;6;6;2;6;5;2;4;6;6;6;2;6;1;1;1;1;1;6;1;4;1;4;2;1;1;1;1;1;1;3;6;6;3;1;6;1;NA;6;6;6;6;6;6;6;6;6;6;1;5;4;5;4;1;5;2;5;1;1;1;6;6;1;1;NA;1;1;6;1;1;1;NA;2.8;2.66666666666667;1.66666666666667;5.66666666666667;4.33333333333333;5;5.66666666666667;6;NA
82036;Yes;631;01/04/2020 18:01;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;3;5;4;3;2;2;4;1;4;3;2;2;2;4;7;5;4;4;7;10;5;5;5;5;6;6;4;5;6;6;2;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;2;4;1;6;4;5;2;6;2;5;5;5;5;6;5;99;5;5;3;2;2;99;6;6;6;6;6;5;4;2;2;4;4;6;2;6;2;NA;5;5;5;5;5;5;5;5;5;5;3;5;5;4;5;3;5;5;5;5;3;5;5;5;4;2;NA;4;4;4;4;3;2;NA;3.5;2;3.66666666666667;2;3.66666666666667;2.66666666666667;4;5;NA
82066;No;1222;01/04/2020 18:03;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;2;4;3;2;2;4;4;3;3;3;3;2;4;4;6;1;NA;2;2;4;1;5;6;6;6;6;2;6;6;6;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;4;6;4;5;4;6;4;4;4;4;5;5;5;5;6;99;6;4;6;1;2;1;6;6;6;6;5;5;2;99;5;5;5;2;1;6;1;NA;6;4;5;4;5;5;2;3;5;6;2;5;6;1;6;6;6;6;6;4;2;3;5;6;1;3;NA;5;5;3;3;5;2;NA;3.2;3;3;4;4.66666666666667;3.66666666666667;4;4.5;NA
82070;Yes;874;01/04/2020 17:56;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;4;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;2;4;4;1;2;3;2;3;3;2;3;3;2;7;7;1;3;6;8;9;3;4;6;5;6;6;3;5;6;6;4;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;6;6;3;6;4;4;6;6;5;5;5;4;6;99;4;99;6;5;6;99;5;99;6;5;6;6;6;5;4;5;5;5;6;6;2;6;99;Me sinto aflita de nao poder estar próxima a uma pessoa importante para mim mas que nao mora comigo;6;5;6;6;6;6;6;6;6;6;2;4;6;2;4;4;2;2;6;4;4;3;5;4;4;2;NA;6;6;6;5;6;1;Como disse em outro campo, nao conseguir ver meu namorado na mesma frequencia de antes está afetando incrivelmente minha estabilidade emocional principalmente pelo fato de nao termos perspectiva de quando isso vai terminar. O fato de nao saber é o pior de tudo isso.;3.4;2.66666666666667;4.33333333333333;3.33333333333333;4.66666666666667;3.66666666666667;4.66666666666667;5.9;NA
82071;No;590;02/04/2020 17:51;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;1;2;2;4;4;1;4;4;2;2;3;1;2;5;7;3;3;5;5;10;4;5;5;5;6;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8;2;NA;NA;NA;NA;NA;NA;NA
82080;No;1352;02/04/2020 18:02;PT-BR;45;Female;Up to 12 years of school;Up to 6 years of school;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;0;· If Program A is adopted, 200 people will be saved.;NA;No;2;2;3;4;3;3;4;3;2;2;3;2;3;5;5;4;4;4;6;6;7;4;4;4;4;4;5;6;6;6;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;6;6;4;6;6;6;2;4;5;4;1;6;2;5;6;4;5;1;4;6;1;3;2;6;6;6;4;5;5;6;6;5;1;1;5;2;NA;2;5;NA;1;2;1;1;6;NA;1;5;3;5;1;4;4;5;5;4;6;6;6;5;5;6;6;NA;6;6;6;3;3;1;Medo da falta de atendimento médico para mim e meus familiares e o impacto na vida financeira da família e do país.;2.4;2.66666666666667;4;5;6;4.66666666666667;5.33333333333333;2.375;NA
